customer_id,age,gender,geography,income,credit_score,balance,num_products,tenure_years,is_active_member,estimated_salary,card_type,num_complaints,digital_banking_usage,transaction_frequency,loan_repayment_status,churned
84,37.0,Male,Madrid,56665.875350799775,604,77912.65706481732,3,0,0,56665.875350799775,Gold,0,1,75,1,0
85,32.0,Male,Frankfurt,72736.09862063147,561,118320.88948454124,2,7,0,72736.09862063147,Silver,0,1,30,1,0
86,37.0,Male,Frankfurt,64560.535937124,626,3690.2137170738715,2,0,1,64560.535937124,Silver,1,1,2,0,0
87,58.0,Female,Madrid,97243.03243752464,664,141449.33062505123,1,9,0,97243.03243752464,Silver,0,1,33,1,1
88,49.0,Female,Paris,156488.65597778128,669,46998.340271319474,3,2,0,156488.65597778128,Silver,0,0,90,0,1
89,37.0,Male,Frankfurt,78532.33015955833,734,156124.0637987253,1,1,1,78532.33015955833,Silver,0,0,46,1,1
90,52.0,Female,Madrid,84043.10439343916,754,199014.45168453586,1,1,0,84043.10439343916,Silver,0,1,20,1,0
91,46.0,Male,New York,145538.44448401296,676,27453.282865754547,2,8,0,145538.44448401296,Silver,0,1,20,1,0
92,59.0,Male,Paris,184388.76719387886,691,97484.78018962065,1,8,1,184388.76719387886,Silver,0,1,0,1,0
93,34.0,Male,Paris,66854.72685737982,657,46779.35736662846,2,4,0,66854.72685737982,Platinum,1,1,28,0,0
94,40.0,Female,Madrid,152416.66750669043,711,13584.501803175343,1,10,0,152416.66750669043,Silver,1,1,78,1,0
95,39.0,Male,Frankfurt,132287.82937649926,688,94683.91743980616,2,1,1,132287.82937649926,Silver,0,1,29,1,0
96,23.0,Female,Frankfurt,113825.15810297892,645,131758.35185492734,3,9,0,113825.15810297892,Gold,0,0,68,1,1
97,49.0,Female,Madrid,23436.100227750187,822,137720.02146595222,2,6,0,23436.100227750187,Platinum,0,1,86,1,0
98,48.0,Female,London,88533.79354985604,606,107696.29062826722,1,7,0,88533.79354985604,Gold,1,1,51,1,1
99,45.0,Female,New York,56968.110583445996,766,16788.397169321863,1,8,0,56968.110583445996,Silver,2,1,1,1,1
100,41.0,Female,New York,45233.16771549857,541,106168.9381226652,3,3,1,45233.16771549857,Silver,0,1,67,1,0
101,23.0,Male,London,69590.79812762667,715,25372.599187723157,2,0,1,69590.79812762667,Silver,0,1,57,1,0
102,38.0,Male,London,137549.36949942948,764,28650.587097106836,1,6,1,137549.36949942948,Silver,0,0,1,1,0
103,39.0,Female,London,116922.20897828262,497,50159.00558717202,2,6,1,116922.20897828262,Gold,2,1,89,1,0
104,32.0,Female,London,98650.03508634286,661,152490.559568921,1,0,0,98650.03508634286,Silver,2,1,32,1,1
105,42.0,Male,Madrid,46111.65894421609,707,127262.7672840772,1,3,1,46111.65894421609,Gold,0,1,91,1,0
106,51.0,Male,London,160091.45691715862,670,116129.53489413003,2,3,0,160091.45691715862,Gold,1,1,66,1,0
107,73.0,Male,Frankfurt,106601.82182294254,680,56869.29095815826,1,0,0,106601.82182294254,Gold,0,1,93,1,1
108,47.0,Male,Madrid,136136.66392165603,660,80611.23082243034,1,6,1,136136.66392165603,Silver,2,1,38,1,0
109,48.0,Male,London,26626.26695202233,562,31493.874692146885,2,2,1,26626.26695202233,Platinum,0,1,72,0,0
110,43.0,Female,London,180613.24128220987,839,168215.06634460483,2,0,1,180613.24128220987,Silver,0,0,19,1,0
111,16.0,Female,Frankfurt,113240.51802763515,609,209862.90037851458,2,6,1,113240.51802763515,Silver,0,1,39,1,0
112,44.0,Male,Paris,82899.8103740249,684,127829.92070365629,1,2,0,82899.8103740249,Silver,1,1,80,1,1
113,45.0,Female,London,168845.16258410606,598,136587.71055051807,2,2,1,168845.16258410606,Gold,0,1,40,1,0
114,81.0,Female,New York,166114.26131754668,467,92051.99303943153,2,2,1,166114.26131754668,Gold,0,0,19,1,0
115,42.0,Male,New York,59608.037916578905,576,19027.381817081798,2,3,0,59608.037916578905,Silver,0,1,77,1,0
116,49.0,Male,New York,86797.84556173904,534,57801.760468640365,1,4,1,86797.84556173904,Gold,0,1,13,0,0
117,44.0,Female,New York,129001.58511582037,737,76730.7725533247,1,0,0,129001.58511582037,Platinum,1,0,60,1,1
118,27.0,Female,New York,199745.77742425102,601,80737.19947436225,2,2,1,199745.77742425102,Silver,0,1,42,1,0
119,62.0,Male,Paris,161560.73169756468,608,69230.31857148581,1,0,0,161560.73169756468,Platinum,0,0,66,1,1
120,56.0,Female,Madrid,28981.368290168903,564,102387.66542857836,1,2,1,28981.368290168903,Platinum,1,0,63,1,1
121,56.0,Male,Paris,152522.2221028192,657,57491.54557339922,1,2,0,152522.2221028192,Silver,0,1,9,1,1
122,31.0,Male,Madrid,108319.80362281225,592,208386.2060309814,1,3,1,108319.80362281225,Gold,0,0,2,1,0
123,66.0,Male,Frankfurt,23294.90635402151,729,31731.299250187367,1,9,1,23294.90635402151,Platinum,1,1,13,1,1
124,23.0,Male,Paris,101511.32060162083,674,144365.47720112753,2,0,1,101511.32060162083,Gold,0,1,72,1,0
125,53.0,Female,London,78930.63361151982,604,10000000.0,2,4,1,78930.63361151982,Silver,0,1,32,1,0
126,77.0,Female,London,38787.88362413306,718,123139.90476309243,1,3,1,38787.88362413306,Gold,1,1,32,1,0
127,30.0,Male,Frankfurt,115982.61515360507,650,125405.74335888124,2,4,0,115982.61515360507,Gold,0,1,51,1,1
128,36.0,Female,Madrid,189504.08145294184,651,107852.16150603276,2,5,0,189504.08145294184,Silver,1,0,15,1,0
129,46.0,Female,London,177442.64376716776,532,43331.46262001879,1,2,0,177442.64376716776,Silver,0,1,70,1,1
130,37.0,Male,New York,120888.48649665415,644,83398.01248149537,2,2,0,120888.48649665415,Silver,1,0,83,1,0
131,21.0,Female,Frankfurt,57195.96444936462,675,108454.76360996715,1,4,0,57195.96444936462,Gold,0,0,91,1,1
132,46.0,Male,New York,40635.109304976286,756,105321.69176420597,1,4,0,40635.109304976286,Silver,1,0,43,0,1
133,29.0,Female,New York,143083.3438275064,589,48843.40126089869,2,8,0,143083.3438275064,Silver,0,0,93,1,0
134,52.0,Male,Frankfurt,90550.78407984485,832,164560.62295207832,2,6,1,90550.78407984485,Platinum,1,1,59,1,0
135,31.0,Female,London,113942.32025164187,694,0.0,1,5,0,113942.32025164187,Platinum,1,1,59,1,0
136,68.0,Male,Paris,159947.28742623268,528,87493.7556117681,1,1,1,159947.28742623268,Platinum,0,1,25,1,0
137,33.0,Female,Madrid,128470.15455631376,582,53934.06224071907,1,8,0,128470.15455631376,Gold,2,1,38,1,1
138,40.0,Female,London,33810.68716716563,763,109108.27081795961,3,9,0,33810.68716716563,Silver,0,0,51,1,0
139,57.0,Male,London,197486.37706795795,749,150836.2928002213,1,2,0,197486.37706795795,Gold,0,1,58,1,1
140,26.0,Male,New York,45907.94244667252,651,29651.549441146082,2,6,0,45907.94244667252,Silver,0,1,89,1,0
141,48.0,Male,London,196415.835857834,661,217680.26161442226,1,7,1,196415.835857834,Silver,0,1,38,1,0
142,64.0,Female,Frankfurt,111384.24004701822,556,110092.4318478931,1,8,0,111384.24004701822,Platinum,0,1,73,1,0
143,20.0,Male, london ,170995.42597250093,755,119086.19950477342,3,4,0,170995.42597250093,Silver,0,1,81,0,0
144,47.0,Female,New York,42313.41966961294,570,28012.283232629357,1,5,1,42313.41966961294,Gold,1,1,27,1,1
145,48.0,Male,New York,175037.05770177708,717,97671.64058332621,2,5,1,175037.05770177708,Silver,0,1,40,1,0
146,56.0,Male,London,43294.73650864006,758,148583.74107589462,2,4,1,43294.73650864006,Silver,1,0,71,1,0
147,26.0,Male,London,180214.22814909607,653,110496.07861093388,2,6,0,180214.22814909607,Silver,0,0,39,0,0
148,25.0,Male,Paris,99678.33158068244,727,107009.77868634586,2,0,0,99678.33158068244,Silver,0,1,3,1,1
149,52.0,Female,London,175054.15062709874,797,97407.0215660806,2,4,1,175054.15062709874,Silver,0,0,14,0,0
150,49.0,Female,New York,69626.53234578774,671,31099.995416828926,1,10,0,69626.53234578774,Silver,0,1,20,0,0
151,48.0,Male,London,147478.59374155308,635,30814.56644682733,2,9,0,147478.59374155308,Gold,1,1,78,1,0
152,50.0,Male,Madrid,159325.85127754856,644,158466.3563320355,3,5,1,159325.85127754856,Platinum,0,1,50,1,0
153,34.0,Male,New York,109976.43232759123,590,144114.3352971547,1,2,1,109976.43232759123,Silver,0,1,59,0,0
154,48.0,Female,Paris,175680.55527010647,588,151513.55862336414,1,1,1,175680.55527010647,Silver,1,1,75,1,1
155,49.0,Male,Paris,142921.81143893616,685,58858.99780976901,1,3,0,142921.81143893616,Silver,0,0,68,1,0
156,34.0,Female,Paris,76620.32843495959,636,92121.61194155406,1,2,0,76620.32843495959,Gold,0,0,66,1,0
157,72.0,Female,New York,187316.24880518808,676,161590.00930005725,1,5,0,187316.24880518808,Gold,1,1,70,1,0
158,52.0,Male,Madrid,81185.2437759173,530,38567.233762018,1,5,0,81185.2437759173,Silver,1,1,73,1,1
159,27.0,Female, paris ,151577.7107830285,642,156494.12037766332,2,3,1,151577.7107830285,Silver,1,1,65,1,1
160,54.0,Male,Frankfurt,144675.6854863243,732,70674.02036880536,2,3,1,144675.6854863243,Platinum,4,1,10,1,1
161,30.0,Male,New York,43766.613674446475,560,57238.33497827476,2,9,0,43766.613674446475,Silver,1,1,33,1,0
162,56.0,Male,Paris,97042.4748240781,651,98404.18500967439,2,9,1,97042.4748240781,Gold,0,1,44,1,0
163,62.0,Male,Frankfurt,123367.82567261667,501,44149.90454441016,1,10,1,123367.82567261667,Gold,0,0,20,1,0
164,32.0,Male,London,53529.46488485934,545,5155.320275147053,1,9,0,53529.46488485934,Gold,0,0,2,1,1
165,59.0,Male,London,37893.31597309614,714,103801.48433244786,2,10,1,37893.31597309614,Gold,0,0,53,1,0
166,51.0,Male,Paris,118320.50070231306,625,126713.28851906944,3,1,0,118320.50070231306,Silver,1,1,41,1,1
167,57.0,Male,New York,47585.164603914396,795,160764.50863187772,2,6,1,47585.164603914396,Gold,1,0,86,1,0
168,73.0,Female,Paris,161853.0239828398,684,130348.7356585743,2,8,0,161853.0239828398,Gold,0,0,49,1,0
169,41.0,Female,New York,173967.38981883085,692,198269.8592416353,2,8,1,173967.38981883085,Silver,1,1,11,1,0
170,33.0,Male,New York,36875.80582937551,563,168053.74878682417,2,9,0,36875.80582937551,Gold,0,0,57,1,0
171,31.0,Male,Paris,146548.4306267075,619,136903.93758433074,1,1,0,146548.4306267075,Silver,0,1,32,1,1
172,32.0,Male,New York,151800.9080472691,591,123430.94126779962,1,8,1,151800.9080472691,Silver,0,1,3,1,0
173,43.0,Female,Madrid,31920.226302896037,564,161505.10915366156,2,4,1,31920.226302896037,Silver,1,0,69,1,0
174,50.0,Female,Frankfurt,127337.51987248274,703,0.0,1,10,1,127337.51987248274,Silver,0,1,85,1,0
175,49.0,Male,Paris,131914.7083875866,719,75997.1479368525,2,5,0,131914.7083875866,Gold,1,1,72,1,1
176,57.0,Male,Frankfurt,112160.73706902753,681,7075.947651964467,1,0,0,112160.73706902753,Silver,0,1,31,1,0
177,45.0,Male,Frankfurt,144178.98461202008,583,133154.88161930497,1,6,0,144178.98461202008,Gold,1,0,0,1,1
178,66.0,Male,New York,64450.92179454591,676,62861.80612945507,2,7,0,64450.92179454591,Silver,1,0,42,1,0
179,41.0,Female,Frankfurt,67035.74697678485,496,250982.65711690215,2,4,1,67035.74697678485,Silver,0,0,57,1,0
180,85.0,Female,New York,186290.10203028802,755,74103.71009146099,1,5,1,186290.10203028802,Silver,1,0,99,1,0
181,54.0,Male,London,142243.63496453356,546,105318.15824412616,4,3,1,142243.63496453356,Silver,0,1,4,1,0
182,32.0,Male,Paris,91458.53999801217,560,79886.6732906167,1,2,1,91458.53999801217,Silver,0,1,34,1,0
183,28.0,Male,Paris,140896.6259717308,659,75558.43809280613,2,2,0,140896.6259717308,Gold,0,0,55,1,1
184,52.0,Male,New York,154682.4257271491,666,37673.90580843507,3,1,0,154682.4257271491,Silver,1,1,19,1,1
185,41.0,Female,New York,74396.94827774173,644,35992.529502951256,1,9,0,74396.94827774173,Gold,0,1,29,1,0
186,55.0,Female,Paris,113542.1882691608,561,0.0,2,5,1,113542.1882691608,Gold,1,1,0,0,0
187,52.0,Male,London,40646.7470929101,740,127273.11514017193,2,8,0,40646.7470929101,Silver,0,0,50,1,0
188,43.0,Male,Frankfurt,128219.53189779857,515,78767.66167360096,1,2,1,128219.53189779857,Platinum,2,0,61,1,1
189,32.0,Female,Paris,143829.81954246084,531,196681.4113021323,2,0,0,143829.81954246084,Silver,1,0,99,1,0
190,22.0,Female,New York,153773.7183104481,641,37792.99079663769,2,9,0,153773.7183104481,Gold,0,1,53,1,1
191,38.0,Male,New York,192888.08642161492,548,173815.72600774726,2,0,1,192888.08642161492,Platinum,0,0,49,1,0
192,57.0,,Paris,50019.154773609785,747,178612.96676757606,2,3,0,50019.154773609785,Silver,0,0,90,1,0
193,48.0,Male,London,32499.092210022067,555,163852.15832502407,1,0,1,32499.092210022067,Silver,0,0,57,1,0
194,26.0,Female,New York,189649.6176680464,774,111739.86552327588,1,9,0,189649.6176680464,Silver,0,1,14,1,0
195,47.0,Female,London,136750.03378392418,732,83089.71373902992,2,1,0,136750.03378392418,Gold,0,1,65,1,0
196,50.0,Male,London,121362.22367701039,748,163803.38484686424,2,3,1,121362.22367701039,Silver,0,1,8,1,0
197,31.0,Female,New York,96189.32079137319,800,,3,3,1,96189.32079137319,Silver,1,1,39,1,1
198,47.0,Female,London,99343.89622475085,656,113535.37977228603,1,10,1,99343.89622475085,Silver,2,0,31,1,1
199,45.0,Male,Frankfurt,73455.56109368213,568,97812.60269889365,1,7,1,73455.56109368213,Gold,1,0,4,0,1
200,27.0,Male,Paris,132437.27431440895,641,55429.15686519904,1,3,1,132437.27431440895,Platinum,0,1,34,0,0
201,50.0,Female,Frankfurt,22772.7591689694,604,113902.34861421518,1,2,0,22772.7591689694,Platinum,0,1,72,1,1
202,53.0,Female,New York,117941.47843553491,593,137091.9125796506,1,3,1,117941.47843553491,Platinum,1,1,46,0,0
203,61.0,Female,London,30456.96080419246,662,53458.58952805119,2,4,1,30456.96080419246,Silver,0,0,7,0,1
204,60.0,Female,Paris,150317.9521365691,625,123006.00935579251,1,4,1,150317.9521365691,Gold,0,0,66,1,0
205,24.0,Male,Paris,193185.87486424285,589,0.0,2,3,1,193185.87486424285,Platinum,1,1,66,1,0
206,30.0,Male,Paris,53335.97143922404,630,47542.23294698832,2,9,1,53335.97143922404,Platinum,1,1,66,1,0
207,52.0,Female,Paris,69396.61451736822,693,77132.71385610221,2,1,1,69396.61451736822,Silver,1,0,96,1,1
208,52.0,Male,Paris,116961.66046756163,726,117866.86184830582,1,2,1,116961.66046756163,Silver,0,0,18,1,0
209,52.0,Female,New York,108177.76416845116,521,143465.73748170273,2,9,1,108177.76416845116,Silver,0,1,47,1,0
210,102.0,Female,Paris,166928.3107547788,625,104141.14455819188,2,9,1,166928.3107547788,Silver,0,0,95,1,0
211,53.0,Female,Paris,42621.61726585306,638,128329.78672449985,4,2,0,42621.61726585306,Gold,1,1,93,0,1
212,62.0,Male,Madrid,119572.22755475502,555,91970.90483652876,2,4,1,119572.22755475502,Gold,0,0,42,1,0
213,59.0,Female,Paris,185996.97571091872,640,120237.40714541492,2,10,1,185996.97571091872,Gold,1,1,78,1,0
214,54.0,Female,Paris,140070.487904242,661,117595.45333143542,2,1,0,140070.487904242,Platinum,1,1,93,1,1
215,40.0,Female,London,68394.56905995178,691,74548.96871828721,1,1,1,68394.56905995178,Platinum,0,0,57,1,0
216,56.0,Male,Frankfurt,31272.45743045268,656,82231.00617263641,2,10,1,31272.45743045268,Silver,0,1,71,1,0
217,33.0,Male,Madrid,95428.89236625025,579,130006.35861756092,4,9,0,95428.89236625025,Silver,2,0,3,1,0
218,41.0,Male,Frankfurt,104056.86173766473,810,190604.39043207007,1,1,1,104056.86173766473,Silver,1,1,66,1,1
219,37.0,Male,Paris,43947.23136828802,716,160340.92906546599,2,10,1,43947.23136828802,Platinum,0,0,92,1,0
220,46.0,Male,New York,106436.63871665744,694,43544.197194129985,2,5,1,106436.63871665744,Silver,3,0,21,1,1
221,79.0,Female,Paris,141810.5978501428,730,43720.913038704464,2,7,1,141810.5978501428,Silver,0,1,87,1,0
222,16.0,Female,Paris,105595.22986151338,669,73218.43256158683,1,9,1,105595.22986151338,Gold,0,1,6,1,1
223,55.0,Female,Frankfurt,60796.608187897844,752,104946.06689387972,1,5,0,60796.608187897844,Silver,1,1,11,1,0
224,20.0,Male,New York,192512.7169249705,654,102412.81284871597,1,3,1,192512.7169249705,Platinum,0,1,63,1,0
225,37.0,Male,Paris,40692.98666494411,650,162014.01384641742,1,7,0,40692.98666494411,Silver,0,0,99,1,0
226,61.0,Female,New York,129508.32720264474,700,164755.66529233876,2,3,0,129508.32720264474,Gold,0,1,2,1,0
227,45.0,Male,Frankfurt,151268.099500424,776,100283.27922077548,1,10,1,151268.099500424,Gold,0,0,12,1,1
228,28.0,Male,New York,68580.26472697806,770,88615.17118195629,2,8,1,68580.26472697806,Platinum,1,0,95,1,0
229,34.0,Male,Paris,88317.83792874639,697,125837.32161437997,2,7,0,88317.83792874639,Silver,0,1,8,1,0
230,55.0,Female,New York,98528.91922349011,691,153160.0660025755,1,3,1,98528.91922349011,Gold,0,0,29,1,0
231,34.0,Female,New York,136457.33281160484,705,127621.8404988774,1,6,1,136457.33281160484,Gold,0,1,61,1,0
232,48.0,Male,Paris,112215.84163193167,728,78422.70983046458,4,10,1,112215.84163193167,Silver,0,1,94,1,0
233,45.0,Female,New York,54421.26306416495,753,69387.30691463385,2,9,1,54421.26306416495,Silver,0,1,42,1,0
234,35.0,Male,Paris,180655.9681616168,631,44469.814076713774,1,10,1,180655.9681616168,Platinum,0,0,69,1,0
235,77.0,Male,Madrid,85591.55997434829,755,109674.34237976263,1,8,0,85591.55997434829,Gold,0,1,11,1,0
